sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
57,Dr.Shilpa S Chaudhari,Qureshi N.,An Effective IOT based Driver's Drowsiness Detection and Monitoring System to Avoid Real-Time Road Accidents,An Effective IOT based Driver's Drowsiness Detection and Monitoring System to Avoid Real-Time Road Accidents,2022 IEEE 3rd Global Conference for Advancement in Technology Gcat 2022,,,1-7,2-s2.0-85145431865,2022-01-01,2022,10.1109/GCAT55367.2022.9972231,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,7,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85145431865,,,,,YES,
58,Dr.Shilpa S Chaudhari,Belavadi C.,Alarm Pattern Recognition in Continuous Process Control Systems using Data Mining,Alarm Pattern Recognition in Continuous Process Control Systems using Data Mining,International Journal of Computing,21,3,333-341,2-s2.0-85141327472,2022-01-01,2022,10.47839/ijc.21.3.2689,Research Institute of Intelligent Computer Systems,N/A,Q1,5,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85141327472,,,,,YES,
59,Dr.Shilpa S Chaudhari,Sardar V.,Intelligent Hybrid Model for Drought Assessment coupled with Bio-inspired Techniques,Intelligent Hybrid Model for Drought Assessment coupled with Bio-inspired Techniques,Mysurucon 2022 2022 IEEE 2nd Mysore Sub Section International Conference,,,1-6,2-s2.0-85145358491,2022-01-01,2022,10.1109/MysuruCon55714.2022.9972490,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85145358491,,,,,YES,
60,Dr.Shilpa S Chaudhari,Sardar V.,Ensemble Learning with CNN and BMO for Drought Prediction,Ensemble Learning with CNN and BMO for Drought Prediction,2022 IEEE 3rd Global Conference for Advancement in Technology Gcat 2022,,,1-6,2-s2.0-85145439200,2022-01-01,2022,10.1109/GCAT55367.2022.9971991,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,10,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85145439200,,,,,YES,
61,Dr.Shilpa S Chaudhari,Ahmed R.Z.,Integrated data aggregation with fault-tolerance and lifetime energy-aware adaptive routing in coffee plantations using WSNs,Integrated data aggregation with fault-tolerance and lifetime energy-aware adaptive routing in coffee plantations using WSNs,Indonesian Journal of Electrical Engineering and Computer Science,24,1,376-385,2-s2.0-85116597947,2021-10-01,2021,10.11591/ijeecs.v24.i1.pp376-385,Institute of Advanced Engineering and Science,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85116597947,,,,,YES,
62,Dr.Shilpa S Chaudhari,Chaudhari S.,A Survey on Proxy Re-Signature Schemes for Translating One Type of Signature to Another,A Survey on Proxy Re-Signature Schemes for Translating One Type of Signature to Another,Cybernetics and Information Technologies,21,3,24-49,2-s2.0-85121820775,2021-09-01,2021,10.2478/cait-2021-0028,Sciendo,N/A,Q1,3,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85121820775,,,,,YES,
63,Dr.Shilpa S Chaudhari,Lakshminarayanan M.,Generating high-fidelity synthetic battery parameter data: Solving sparse dataset challenges,Generating high-fidelity synthetic battery parameter data: Solving sparse dataset challenges,International Journal of Energy Research,45,11,16856-16864,2-s2.0-85105523487,2021-09-01,2021,10.1002/er.6835,John Wiley and Sons Ltd,N/A,Q1,6,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85105523487,,,,,YES,
64,Dr.Shilpa S Chaudhari,Akarsha D.P.,Coarse-to-Fine Secure Image Deduplication with Merkle-Hash and Image Features for Cloud Storage,Coarse-to-Fine Secure Image Deduplication with Merkle-Hash and Image Features for Cloud Storage,2021 Asian Conference on Innovation in Technology Asiancon 2021,,,1-6,2-s2.0-85117570372,2021-08-27,2021,10.1109/ASIANCON51346.2021.9544605,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,8,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85117570372,,,,,YES,
65,Dr.Shilpa S Chaudhari,Chaudhari S.,"Performance Analysis of CNN, AlexNet and VGGNet Models for Drought Prediction using Satellite Images","Performance Analysis of CNN, AlexNet and VGGNet Models for Drought Prediction using Satellite Images",2021 Asian Conference on Innovation in Technology Asiancon 2021,,,1-6,2-s2.0-85117598246,2021-08-27,2021,10.1109/ASIANCON51346.2021.9545068,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,29,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85117598246,,,,,YES,
66,Dr.Shilpa S Chaudhari,Sardar V.S.,Statistical Forecasting of Vegetation Indices using Integrated Neuro-Fuzzy Inference System with Bio-Inspired Techniques,Statistical Forecasting of Vegetation Indices using Integrated Neuro-Fuzzy Inference System with Bio-Inspired Techniques,2021 6th International Conference on Recent Trends on Electronics Information Communication and Technology Rteict 2021,,,376-381,2-s2.0-85118941101,2021-08-27,2021,10.1109/RTEICT52294.2021.9573712,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85118941101,,,,,YES,
67,Dr.Shilpa S Chaudhari,Aparna R.,Video Analytics-based Ingredient Detection for Smart Chef using YOLOv3 and ImageAI,Video Analytics-based Ingredient Detection for Smart Chef using YOLOv3 and ImageAI,2021 6th International Conference on Recent Trends on Electronics Information Communication and Technology Rteict 2021,,,573-578,2-s2.0-85118949086,2021-08-27,2021,10.1109/RTEICT52294.2021.9573968,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85118949086,,,,,YES,
68,Dr.Shilpa S Chaudhari,Bhat C.,Simulation of onset and propagation of heat within lithium-ion battery pack during thermal runaway,Simulation of onset and propagation of heat within lithium-ion battery pack during thermal runaway,2021 IEEE Pes IAS Powerafrica Powerafrica 2021,,,1-3,2-s2.0-85116608814,2021-08-23,2021,10.1109/PowerAfrica52236.2021.9543129,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85116608814,,,,,YES,
69,Dr.Shilpa S Chaudhari,Ramalingaiah A.,Twitter bot detection using supervised machine learning,Twitter bot detection using supervised machine learning,Journal of Physics Conference Series,1950,1,012006,2-s2.0-85112440257,2021-08-06,2021,10.1088/1742-6596/1950/1/012006,IOP Publishing Ltd,N/A,Q1,21,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85112440257,,,,,YES,
70,Dr.Shilpa S Chaudhari,Chaudhari S.,A survey on multipath routing techniques in wireless sensor networks,A survey on multipath routing techniques in wireless sensor networks,International Journal of Networking and Virtual Organisations,24,3,267-328,2-s2.0-85108886061,2021-01-01,2021,10.1504/IJNVO.2021.115818,Inderscience Publishers,N/A,Q1,12,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85108886061,,,,,YES,
71,Dr.Shilpa S Chaudhari,Kalyani G.,Security aware routing: Rule based attack detection on optimal shortest route selection,Security aware routing: Rule based attack detection on optimal shortest route selection,Ad Hoc and Sensor Wireless Networks,49,3-4,223-245,2-s2.0-85116810662,2021-01-01,2021,SCOPUS_ID:85116810662,Old City Publishing,N/A,Q1,2,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85116810662,,,,,YES,
72,Dr.Shilpa S Chaudhari,Kalyani G.,Enhanced Privacy Preservation in the Routing layer with Variable-length packet data for Attack Free IoT Sector,Enhanced Privacy Preservation in the Routing layer with Variable-length packet data for Attack Free IoT Sector,Journal of Engineering Science and Technology Review,14,1,95-99,2-s2.0-85104703728,2021-01-01,2021,10.25103/jestr.141.10,Eastern Macedonia and Thrace Institute of Technology,N/A,Q1,4,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85104703728,,,,,YES,
73,Dr.Shilpa S Chaudhari,Aparna R.,"Comparative study of CNN, VGG16 with LSTM and VGG16 with Bidirectional LSTM using kitchen activity dataset","Comparative study of CNN, VGG16 with LSTM and VGG16 with Bidirectional LSTM using kitchen activity dataset",Proceedings of the 5th International Conference on I Smac Iot in Social Mobile Analytics and Cloud I Smac 2021,,,836-843,2-s2.0-85124194619,2021-01-01,2021,10.1109/I-SMAC52330.2021.9640728,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,8,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85124194619,,,,,YES,
74,Dr.Shilpa S Chaudhari,Yindumathi K.M.,Structured Data Extraction Using Machine Learning from Image of Unstructured Bills/Invoices,Structured Data Extraction Using Machine Learning from Image of Unstructured Bills/Invoices,Smart Innovation Systems and Technologies,224,,129-140,2-s2.0-85112700867,2021-01-01,2021,10.1007/978-981-16-1502-3_14,Springer Science and Business Media Deutschland GmbH,N/A,Q1,4,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85112700867,,,,,YES,
75,Dr.Shilpa S Chaudhari,Bhat C.,An Improved Equivalent Circuit Parameter Representation of Lithium Ion Batteries Using Electrochemical Model Based Approach,An Improved Equivalent Circuit Parameter Representation of Lithium Ion Batteries Using Electrochemical Model Based Approach,Proceedings of Conecct 2021 7th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-4,2-s2.0-85123379846,2021-01-01,2021,10.1109/CONECCT52877.2021.9622545,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85123379846,,,,,YES,
76,Dr.Shilpa S Chaudhari,Sardar V.S.,Convolution Neural Network-based Agriculture Drought Prediction using Satellite Images,Convolution Neural Network-based Agriculture Drought Prediction using Satellite Images,2021 IEEE Mysore Sub Section International Conference Mysurucon 2021,,,601-607,2-s2.0-85123842254,2021-01-01,2021,10.1109/MysuruCon52639.2021.9641531,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,30,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85123842254,,,,,YES,
77,Dr.Shilpa S Chaudhari,Bhat C.,Accurate Equivalent Circuit Parameter Estimation Using Electrochemical Battery Modelling for Pulsed Load Applications,Accurate Equivalent Circuit Parameter Estimation Using Electrochemical Battery Modelling for Pulsed Load Applications,2021 IEEE Mysore Sub Section International Conference Mysurucon 2021,,,206-209,2-s2.0-85123832596,2021-01-01,2021,10.1109/MysuruCon52639.2021.9641683,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85123832596,,,,,YES,
78,Dr.Shilpa S Chaudhari,Bhat C.,Investigation of Cell to Cell Gap during Onset of Thermal Runaway Within Lithium-ion Battery Pack,Investigation of Cell to Cell Gap during Onset of Thermal Runaway Within Lithium-ion Battery Pack,2021 IEEE International Power and Renewable Energy Conference Iprecon 2021,,,1-5,2-s2.0-85123778038,2021-01-01,2021,10.1109/IPRECON52453.2021.9640874,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85123778038,,,,,YES,
79,Dr.Shilpa S Chaudhari,Jyothi K.K.,Optimized neural network model for attack detection in LTE network,Optimized neural network model for attack detection in LTE network,Computers and Electrical Engineering,88,,106879,S0045790620307321,2020-12-01,2020,10.1016/j.compeleceng.2020.106879,Elsevier Ltd,N/A,Q1,10,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85094883236,,,,,YES,
80,Dr.Shilpa S Chaudhari,Pujar S.R.,Survey on Data Integrity and Verification for Cloud Storage,Survey on Data Integrity and Verification for Cloud Storage,2020 11th International Conference on Computing Communication and Networking Technologies Icccnt 2020,,,1-7,2-s2.0-85096565648,2020-07-01,2020,10.1109/ICCCNT49239.2020.9225594,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,9,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85096565648,,,,,YES,
81,Dr.Shilpa S Chaudhari,Yindumathi K.M.,Analysis of Image Classification for Text Extraction from Bills and Invoices,Analysis of Image Classification for Text Extraction from Bills and Invoices,2020 11th International Conference on Computing Communication and Networking Technologies Icccnt 2020,,,1-6,2-s2.0-85096586648,2020-07-01,2020,10.1109/ICCCNT49239.2020.9225564,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,12,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85096586648,,,,,YES,
82,Dr.Shilpa S Chaudhari,Aparna R.,Secure Deduplication for Images using Blockchain,Secure Deduplication for Images using Blockchain,Proceedings of Conecct 2020 6th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-6,2-s2.0-85093090023,2020-07-01,2020,10.1109/CONECCT50063.2020.9198448,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85093090023,,,,,YES,
83,Dr.Shilpa S Chaudhari,Chaudhari S.,Ingredient/Recipe Algorithm using Web Mining and Web Scraping for Smart Chef,Ingredient/Recipe Algorithm using Web Mining and Web Scraping for Smart Chef,Proceedings of Conecct 2020 6th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-4,2-s2.0-85093083336,2020-07-01,2020,10.1109/CONECCT50063.2020.9198450,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,22,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85093083336,,,,,YES,
84,Dr.Shilpa S Chaudhari,Kalyani G.,An efficient approach for enhancing security in Internet of Things using the optimum authentication key,An efficient approach for enhancing security in Internet of Things using the optimum authentication key,International Journal of Computers and Applications,42,3,306-314,2-s2.0-85066915974,2020-04-02,2020,10.1080/1206212X.2019.1619277,Taylor and Francis Ltd.michael.wagreich@univie.ac.at,N/A,Q1,61,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85066915974,,,,,YES,
85,Dr.Shilpa S Chaudhari,Jyothi K.K.,Cluster-based authentication for machine type communication in LTE network using elliptic curve cryptography,Cluster-based authentication for machine type communication in LTE network using elliptic curve cryptography,International Journal of Cloud Computing,9,2-3,258-284,2-s2.0-85091858480,2020-01-01,2020,10.1504/IJCC.2020.109380,Inderscience Publishers,N/A,Q1,9,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85091858480,,,,,YES,
86,Dr.Shilpa S Chaudhari,Kalyani G.,Survey on 6LoWPAN Security Protocols in IoT Communication,Survey on 6LoWPAN Security Protocols in IoT Communication,Lecture Notes in Electrical Engineering,601,,696-702,2-s2.0-85085487146,2020-01-01,2020,10.1007/978-981-15-1420-3_74,Springer,N/A,Q1,6,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85085487146,,,,,YES,
87,Dr.Shilpa S Chaudhari,Jyothi K.K.,Survey on MTC Group Authentication and Key Management for MTC in LTE Networks,Survey on MTC Group Authentication and Key Management for MTC in LTE Networks,Lecture Notes in Electrical Engineering,601,,753-759,2-s2.0-85085530614,2020-01-01,2020,10.1007/978-981-15-1420-3_81,Springer,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85085530614,,,,,YES,
88,Dr.Shilpa S Chaudhari,Koushik A.S.,Performance Analysis of BlockChain-based Medical Records Management System,Performance Analysis of BlockChain-based Medical Records Management System,2019 4th IEEE International Conference on Recent Trends on Electronics Information Communication and Technology Rteict 2019 Proceedings,,,985-989,2-s2.0-85082388362,2019-05-01,2019,10.1109/RTEICT46194.2019.9016812,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,14,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85082388362,,,,,YES,
89,Dr.Shilpa S Chaudhari,Aparna R.,Modeling Cloud Environment for Assessing Denial of Service Attack,Modeling Cloud Environment for Assessing Denial of Service Attack,2019 4th IEEE International Conference on Recent Trends on Electronics Information Communication and Technology Rteict 2019 Proceedings,,,259-263,2-s2.0-85082392885,2019-05-01,2019,10.1109/RTEICT46194.2019.9016785,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85082392885,,,,,YES,
90,Dr.Shilpa S Chaudhari,Roopa D.,A survey on Geographic Multipath Routing Techniques in Wireless Sensor Networks,A survey on Geographic Multipath Routing Techniques in Wireless Sensor Networks,2019 5th International Conference on Advanced Computing and Communication Systems Icaccs 2019,,,257-262,2-s2.0-85067961114,2019-03-01,2019,10.1109/ICACCS.2019.8728555,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,6,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85067961114,,,,,YES,
91,Dr.Shilpa S Chaudhari,Sreeram K.,QoS aware Multi-Constrained Node Disjoint Multipath Routing for Wireless Sensor Networks,QoS aware Multi-Constrained Node Disjoint Multipath Routing for Wireless Sensor Networks,2019 5th International Conference on Advanced Computing and Communication Systems Icaccs 2019,,,382-385,2-s2.0-85067921180,2019-03-01,2019,10.1109/ICACCS.2019.8728475,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,7,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85067921180,,,,,YES,
92,Dr.Shilpa S Chaudhari,Veda H.M.,"Updating of ManufactOn Software in Collaborative, Cloud and Mobile Solution in Civil Construction","Updating of ManufactOn Software in Collaborative, Cloud and Mobile Solution in Civil Construction",Lecture Notes on Data Engineering and Communications Technologies,26,,1277-1290,2-s2.0-85082325069,2019-01-01,2019,10.1007/978-3-030-03146-6_150,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85082325069,,,,,YES,
93,Dr.Shilpa S Chaudhari,Kalyani G.,Survey of security approaches in internet of things solution architectures for communication layer,Survey of security approaches in internet of things solution architectures for communication layer,Journal of Advanced Research in Dynamical and Control Systems,11,3 Special Issue,1889-1907,2-s2.0-85078729504,2019-01-01,2019,SCOPUS_ID:85078729504,"Institute of Advanced Scientific Research, Inc.dheep.infotel@gmail.com",N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85078729504,,,,,YES,
94,Dr.Shilpa S Chaudhari,Thota S.,Survey on Intelligent Control Approaches for Prediction of Boiler Efficiency in Thermal Power Plant,Survey on Intelligent Control Approaches for Prediction of Boiler Efficiency in Thermal Power Plant,Proceedings of the 2nd International Conference on Green Computing and Internet of Things Icgciot 2018,,,79-83,2-s2.0-85069475797,2018-08-01,2018,10.1109/ICGCIoT.2018.8753084,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85069475797,,,,,YES,
95,Dr.Shilpa S Chaudhari,Thota S.,Prediction capability of neural network models for higher heating value used for boiler efficiency,Prediction capability of neural network models for higher heating value used for boiler efficiency,Proceedings of the 2017 International Conference on Smart Technology for Smart Nation Smarttechcon 2017,,,178-182,2-s2.0-85048049010,2018-05-11,2018,10.1109/SmartTechCon.2017.8358365,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85048049010,,,,,YES,
96,Dr.Shilpa S Chaudhari,Arjun N.S.,Multi-objective geographic routing protocol for wireless Ad-hoc networks,Multi-objective geographic routing protocol for wireless Ad-hoc networks,2018 3rd IEEE International Conference on Recent Trends in Electronics Information and Communication Technology Rteict 2018 Proceedings,,,2561-2565,2-s2.0-85081788958,2018-05-01,2018,10.1109/RTEICT42901.2018.9012525,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85081788958,,,,,YES,
97,Dr.Shilpa S Chaudhari,Chaudhari S.S.,Resource prediction-based routing using agents in mobile ad hoc networks,Resource prediction-based routing using agents in mobile ad hoc networks,International Journal of Communication Networks and Distributed Systems,20,4,413-445,2-s2.0-85048338253,2018-01-01,2018,10.1504/IJCNDS.2018.092144,Inderscience Enterprises Ltd.,N/A,Q1,3,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85048338253,,,,,YES,
98,Dr.Shilpa S Chaudhari,Kauser H.,Dynamic priority-based resource allocation policy for mixed traffic in long term evolution network,Dynamic priority-based resource allocation policy for mixed traffic in long term evolution network,2016 IEEE International Conference on Recent Trends in Electronics Information and Communication Technology Rteict 2016 Proceedings,,,778-782,2-s2.0-85015025896,2017-01-05,2017,10.1109/RTEICT.2016.7807932,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85015025896,,,,,YES,
99,Dr.Shilpa S Chaudhari,Ahmed R.Z.,Cluster-based data aggregation for pest identification in coffee plantations using wireless sensor networks,Cluster-based data aggregation for pest identification in coffee plantations using wireless sensor networks,Computers and Electrical Engineering,56,,591-607,S0045790616301008,2016-11-01,2016,10.1016/j.compeleceng.2016.05.001,Elsevier Ltd,N/A,Q1,21,NO,,,https://api.elsevier.com/content/abstract/scopus_id/84966708309,,,,,YES,
100,Dr.Shilpa S Chaudhari,Chaudhari S.S.,Traffic and mobility aware resource prediction using cognitive agent in mobile ad hoc networks,Traffic and mobility aware resource prediction using cognitive agent in mobile ad hoc networks,Journal of Network and Computer Applications,72,,87-103,S108480451630131X,2016-09-01,2016,10.1016/j.jnca.2016.06.010,Academic Press,N/A,Q1,23,NO,,,https://api.elsevier.com/content/abstract/scopus_id/84989815364,,,,,YES,
101,Dr.Shilpa S Chaudhari,Chaudhari S.S.,"Available Bandwidth Estimation Using Collision Probability, Idle Period Synchronization and Random Waiting Time in MANETs: Cognitive Agent Based Approach","Available Bandwidth Estimation Using Collision Probability, Idle Period Synchronization and Random Waiting Time in MANETs: Cognitive Agent Based Approach",Wireless Personal Communications,85,3,597-621,2-s2.0-84947496168,2015-12-01,2015,10.1007/s11277-015-2797-0,Springer New York LLCbarbara.b.bertram@gsk.com,N/A,Q1,9,NO,,,https://api.elsevier.com/content/abstract/scopus_id/84947496168,,,,,YES,
102,Dr.Shilpa S Chaudhari,Chaudhari S.S.,Survey of Bandwidth Estimation Techniques in Communication Networks,Survey of Bandwidth Estimation Techniques in Communication Networks,Wireless Personal Communications,83,2,1425-1476,2-s2.0-84937514699,2015-07-22,2015,10.1007/s11277-015-2459-2,Kluwer Academic Publishers,N/A,Q1,57,NO,,,https://api.elsevier.com/content/abstract/scopus_id/84937514699,,,,,YES,
103,Dr.Shilpa S Chaudhari,Chaudhari S.S.,Resource prediction using wavelet neural network in mobile ad-hoc networks,Resource prediction using wavelet neural network in mobile ad-hoc networks,2014 International Conference on Advances in Electronics Computers and Communications Icaecc 2014,,,1-6,2-s2.0-84956737618,2015-01-06,2015,10.1109/ICAECC.2014.7002423,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/84956737618,,,,,YES,
104,Dr.Shilpa S Chaudhari,Chaudhari S.,Resource prediction based routing using wavelet neural network in mobile ad-hoc networks,Resource prediction based routing using wavelet neural network in mobile ad-hoc networks,Proceedings of International Conference on Circuits Communication Control and Computing I4c 2014,,,273-276,2-s2.0-84988241439,2014-03-10,2014,10.1109/CIMCA.2014.7057804,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,6,YES,,,https://api.elsevier.com/content/abstract/scopus_id/84988241439,,,,,YES,
105,Dr.Shilpa S Chaudhari,Chaudhari S.,Available bandwidth prediction using wavelet neural network in mobile ad-hoc networks,Available bandwidth prediction using wavelet neural network in mobile ad-hoc networks,Proceedings of International Conference on Circuits Communication Control and Computing I4c 2014,,,295-299,2-s2.0-84946691759,2014-03-10,2014,10.1109/CIMCA.2014.7057809,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/84946691759,,,,,YES,
106,Dr.Shilpa S Chaudhari,Chaudhari S.,Collision probability based Available Bandwidth estimation in Mobile Ad Hoc Networks,Collision probability based Available Bandwidth estimation in Mobile Ad Hoc Networks,5th International Conference on the Applications of Digital Information and Web Technologies Icadiwt 2014,,,244-249,2-s2.0-84901298728,2014-01-01,2014,10.1109/ICADIWT.2014.6814665,IEEE Computer Societyhelp@computer.org,N/A,N/A,13,YES,,,https://api.elsevier.com/content/abstract/scopus_id/84901298728,,,,,YES,
