sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
54,Dr.Sangeetha V,"V Sangeetha, A Parkavi, Ishwariya Pani, K Yasaswini, B Nikita, Arpita Bhattacharjee",Mutual funds NAV and investment suggestions using deep learning and NLP,,,,,76-82,,2025-2-6,2025,10.1201/9781003589273-12,CRC Press,N/A,N/A,0,NO,,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003589273-12/mutual-funds-nav-investment-suggestions-using-deep-learning-nlp-sangeetha-parkavi-ishwariya-pani-yasaswini-nikita-arpita-bhattacharjee,6,3,223,,NO,
55,Dr.Sangeetha V,"V Sangeetha, Ishwarıya Pani, Ankit Sharma, C Kanchana, R Srikar Siddarth",Intelligent Question Generator System using Natural Language Processing,Proceedings of the 3rd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iitcee 2025,Proceedings of the 3rd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iitcee 2025,,,1-5,2-s2.0-105001555465,2025-01-01,2025,10.1109/IITCEE64140.2025.10915440,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/10915440/,6,3,223,,YES,
56,Dr.Sangeetha V,"Suvarna Hugar, V Sangeetha",Early Detection of Breast Cancer Recurrence using Machine Learning for Improved Patient Outcomes,Proceedings of the 3rd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iitcee 2025,Proceedings of the 3rd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iitcee 2025,,,1-6,2-s2.0-105001587515,2025-01-01,2025,10.1109/IITCEE64140.2025.10915526,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/10915526/,6,3,223,,YES,
57,Dr.Sangeetha V,"V Sangeetha, Kavya Natikar","Virtual Reality for Healthcare and Branding: Applications, Impact, and Ethics",Brand Creation and Management in the Phygital Era,Brand Creation and Management in the Phygital Era,,,521-540,2-s2.0-105010044984,2025-05-29,2025,10.4018/979-8-3373-0948-4.ch020,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/virtual-reality-for-healthcare-and-branding/381595,6,3,223,,YES,
58,Dr.Sangeetha V,"V Sangeetha, SS Pruthvi Darshan, ML Jayanth",The Integration of Artificial Intelligence for Advanced Social Marketing Strategies,Phygital Approaches to Social Marketing,Phygital Approaches to Social Marketing,,,67-89,2-s2.0-105007370871,2024-10-04,2025,10.4018/979-8-3693-3924-4.ch004,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/the-integration-of-artificial-intelligence-for-advanced-social-marketing-strategies/358579,6,3,223,,YES,
59,Dr.Sangeetha V,"Suvarna Hugar, V Sangeetha",Breast Cancer Classification using Logistic Regression: An Efficient and Scalable Approach,8th IEEE International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2024,8th IEEE International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2024,,,1-5,2-s2.0-105005711818,2024-01-01,2024,10.1109/CSITSS64042.2024.10993446,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/10993446/,6,3,223,,YES,
60,Dr.Sangeetha V,"Vaneeta M S.Swapna Kumar, Sangeetha V",Hybrid of Solar Energy Harvesting using IoT and WSN Technology,,,,,107-111,,2024-8-13,2024,10.1109/icom61675.2024.10652478,IEEE,N/A,N/A,0,NO,,,,6,3,223,,NO,
61,Dr.Sangeetha V,"V Sangeetha, D Evangeline, M Sinthuja",COVID-19 Spread Prediction Using Prophet and Data Fusion Algorithm,,,,,1-16,,2022,2022,10.4018/978-1-7998-8161-2.ch001,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/covid-19-spread-prediction-using-prophet-and-data-fusion-algorithm/293119,6,3,223,,NO,
62,Dr.Sangeetha V,"V Sangeetha, Darshana A Naik, Sini Anna Alex, G Sandhya",An Iot Based Smart Helmet To Prevent Road Accidents,,,3,1,15-22,,2021-2-22,2021,10.36548/jei.2021.1.002,Inventive Research Organization,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=16728498453548227818&hl=en&oi=scholarr,6,3,223,,NO,
63,Dr.Sangeetha V,"HN Vivek, V Sangeetha",A Novel Secure Authentication Scheme for VANETs based Intelligent Transportation Systems,,,96,,107390,,2021-12,2021,10.1016/j.compeleceng.2021.107390,Elsevier BV,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=7750453435069306976&hl=en&oi=scholarr,6,3,223,,NO,
64,Dr.Sangeetha V,"Sangeetha Vb, S Swapna Kumar",Renewable Energy Harvesting Inverter using Supercapacitor,,,,,,,2021,2021,10.2139/ssrn.3835072,Elsevier BV,N/A,N/A,0,NO,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3835072,6,3,223,,NO,
65,Dr.Sangeetha V,A Parkavi,Chapter-1 Simulations Based Course Conductions and Assessments in Computer Science and Engineering Discipline,,,,,368-371,,2021-7,2021,10.1109/eimss53851.2021.00086,IEEE,N/A,N/A,0,NO,,,https://www.researchgate.net/profile/Luis-Martinez-Dominguez/publication/355844562_Apply_the_Personal_Branding_Method_to_Train_Future_Teachers/links/6181008b3c987366c31759b4/Apply-the-Personal-Branding-Method-to-Train-Future-Teachers.pdf#page=6,6,3,223,,NO,
66,Dr.Sangeetha V,"Prathap HV, Shreyas S Koushik, Nithin SC, Nikhil MN",A Smartphone Based Application for Health Catr Management Svs Tem,,,,,254-267,,2020,2020,10.1007/978-3-030-49757-6_18,Springer International Publishing,N/A,N/A,0,NO,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3668850,6,3,223,,NO,
67,Dr.Sangeetha V,"V Sangeetha, S Swapna Kumar",Probabilistic Framework for Assessing the Threat Level using Novel Decision Constructs in Mobile Adhoc Network.,,,7,2.9,6,,2018-4-10,2018,10.14419/ijet.v7i2.9.9929,Science Publishing Corporation,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=13775357185881481760&hl=en&oi=scholarr,6,3,223,,NO,
68,Dr.Sangeetha V,"Sangeetha V Mamatha A Deepa S R, Vaneeta M",Hand Sign Communication System for Hearing Imparied,,,,,1-18,,2015-4-25,2015,10.15579/gcsr.vol3.ch1,Science Gate Publishing P.C.,N/A,N/A,0,NO,,,,6,3,223,,NO,
69,Dr.Sangeetha V,"V Manjula, Parth Purohit, Puneet Purohit, Sangeetha V NishantNishu",Detecting Malicious Data Using Fidget,,,,,1-6,,2023-6-14,,10.1109/icscss57650.2023.10169447,IEEE,N/A,N/A,0,NO,,,https://www.academia.edu/download/88094032/070418356.pdf,6,3,223,,NO,
70,Dr.Sangeetha V,Nithin U.,Adaptive Hybrid Intrusion Detection for Realistic Zero-Day Attacks in Cloud and Edge Environments,Adaptive Hybrid Intrusion Detection for Realistic Zero-Day Attacks in Cloud and Edge Environments,International Journal of Advanced Computer Science and Applications,17,6,856-863,2-s2.0-105044584460,2026-07-06,2026,10.14569/IJACSA.2026.0170680,Science and Information Organization,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/105044584460,6,3,223,,YES,
71,Dr.Sangeetha V,Mamatha A.,Managing and controlling the covid-19 pandemic,Managing and controlling the covid-19 pandemic,Modelling of Virtual Worlds Using the Internet of Things,,,198-216,2-s2.0-85199067288,2024-07-31,2024,10.1201/9781003480181-8,CRC Press,N/A,N/A,3,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85199067288,6,3,223,,YES,
