sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
61,Dr.Seema S,"Chetan Shetty, Sowmya BJ",Enhanced K-Means++ Using Probability Theory For Efficient Prediction Of Air Pollution.,,,128,,103242,,2022-12,2022,10.1016/j.pce.2022.103242,Elsevier BV,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=17167013848624847862&hl=en&oi=scholarr,9,6,408,,NO,
62,Dr.Seema S,"Darshana A Naik, KM Vivek, S Seema",The Feasible Infrastructure of Customer Segregation using Data Mining Approach,,,281,3,543-558,,2020-3,2020,10.1016/j.ejor.2019.08.015,Elsevier BV,N/A,N/A,0,NO,,,,9,6,408,,NO,
63,Dr.Seema S,"K. Aditya Shastry Disha D.N, Seema S",Prediction and detection of autism spectrum disorder by using machine learning algorithms,,,,,496-503,,2020,2020,10.1007/978-3-030-37218-7_56,Springer International Publishing,N/A,N/A,0,NO,,,,9,6,408,,NO,
64,Dr.Seema S,"BJ Sowmya, Chetan Shetty, S Seema, KG Srinivasa",Effective Prevention and Reduction in the Rate of Accidents Using Internet of Things and Data Analytics,,,,,114-141,,2020,2020,10.4018/978-1-7998-2535-7.ch006,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/effective-prevention-and-reduction-in-the-rate-of-accidents-using-internet-of-things-and-data-analytics/245160,9,6,408,,NO,
65,Dr.Seema S,"Chetan Shetty, BJ Sowmya, S Anemish, S Seema","IOT and Data Analytics Solution for Reducing Pollution, Accidents, and Its Impact on Environment",,,,,177-209,,2019,2019,10.4018/978-1-5225-6070-8.ch009,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/iot-and-data-analytics-solution-for-reducing-pollution-accidents-and-its-impact-on-environment/210713,9,6,408,,NO,
66,Dr.Seema S,"Supreeth S Angadi, H Rachana, BJ Sowmya, S Seema",Retraction Notice: Application of Image Processing and Machine Learning for Smart Restaurants,,,,,1-1,,2018-12,2018,10.1109/csitss44751.2018.10702688,IEEE,N/A,N/A,0,NO,,,https://ieeexplore.ieee.org/abstract/document/10702688/,9,6,408,,NO,
67,Dr.Seema S,"Supreeth S Angadi, H Rachana, BJ Sowmya, S Seema",Retracted: Application of Image Processing and Machine Learning for Smart Restaurants,,,,,292-298,,2018-12,2018,10.1109/csitss.2018.8768756,IEEE,N/A,N/A,0,NO,,,https://ieeexplore.ieee.org/abstract/document/8768756/,9,6,408,,NO,
68,Dr.Seema S,S Seema Rajalaxmi Hegde,A Study on Pattern Classification Approaches for Mining Opinions and Sentiments,,,8,9,365-372,,2017-9-30,2017,10.26483/ijarcs.v8i9.4984,IJARCS International Journal of Advanced Research in Computer Science,N/A,N/A,0,NO,,,,9,6,408,,NO,
69,Dr.Seema S,"Dr. S Seema Nitesh A Patil, Dr. K V Kulhalli",Review of Inter-App Permission Leakage and Malware Characterization in Android Operating System,,,,,1-6,,2017-3,2017,10.1109/secon.2017.7925347,IEEE,N/A,N/A,0,NO,,,,9,6,408,,NO,
70,Dr.Seema S,S Seema Rachana N B,Performance Analysis of Airplane Health Surveillance System,Advances in Intelligent Systems and Computing,Advances in Intelligent Systems and Computing,556,,155-163,2-s2.0-85019661031,2017-01-01,2017,10.1007/978-981-10-3874-7_15,Springer Verlagservice@springer.de,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-10-3874-7_15,9,6,408,,YES,
71,Dr.Seema S,S Seema Rachana N B,Airplane Health Surveillance System: A Framework,,,3,2,11-24,,2016-7-1,2016,10.4018/ijasot.2016070102,IGI Global Scientific Publishing,N/A,N/A,0,NO,,,,9,6,408,,NO,
72,Dr.Seema S,"Seema S Disha D N, Sowmya B J, Chetan Shetty",An Efficient Framework of Data Mining and its Analytics on Massive Streams of Big Data Repositories,2016 IEEE International Conference on Distributed Computing VLSI Electrical Circuits and Robotics Discover 2016 Proceedings,2016 IEEE International Conference on Distributed Computing VLSI Electrical Circuits and Robotics Discover 2016 Proceedings,,,195-200,2-s2.0-85015910512,2016-01-01,2016,10.1109/DISCOVER.2016.7806259,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,,9,6,408,,YES,
73,Dr.Seema S,"NB Rachana, KG Srinivasa, S Seema",Airplane Health Surveillance System: For Connected World,Censorship Surveillance and Privacy Concepts Methodologies Tools and Applications,Censorship Surveillance and Privacy Concepts Methodologies Tools and Applications,3,,1259-1272,2-s2.0-85059706805,2018-01-01,2016,10.4018/978-1-5225-7113-1.ch060,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/article/airplane-health-surveillance-system/184761,9,6,408,,YES,
74,Dr.Seema S,"Bhanusree Eswarappa Rashmi.M, Seema.S, Aishwarya Cauveramma P.N",Design and Implementation of Health care Tool that provides suggestions and Doctors Appointment,,,237,3,1142-1154,,2014-9,2014,10.1016/j.ejor.2014.02.058,Elsevier BV,N/A,N/A,0,NO,,,,9,6,408,,NO,
75,Dr.Seema S,S Seema Kavya S,Searching the Web Querying services over ontological process,,,,,1-6,,2014-6-22,2014,10.1145/2619112.2619116,ACM,N/A,N/A,0,NO,,,,9,6,408,,NO,
76,Dr.Seema S,Seema S Hamida Honnalli,Review on Classification of Genes and Biomarker Identification,,,68,17,7-14,,2013-4-18,2013,10.5120/11669-7266,Foundation of Computer Science,N/A,N/A,0,NO,,,,9,6,408,,NO,
77,Dr.Seema S,"Bhavana C Seema S, Supriya Jois",Analysis of Gene expression data using ensemble of feature selection and Classification,,,,,185-189,,2012-9,2012,10.1109/dexa.2012.61,IEEE,N/A,N/A,0,NO,,,,9,6,408,,NO,
78,Dr.Seema S,Seema S,Classification Of Evolving Stream Data Using Improved Ensemble Classifier,,,2,4,1-9,,2012-7-31,2012,10.5121/ijdkp.2012.2401,Academy and Industry Research Collaboration Center (AIRCC),N/A,N/A,0,NO,,,,9,6,408,,NO,
79,Dr.Seema S,"Soumya H D Seema S, Srinivasa K G, Sujana, Vidya",Association Rule Mining for the Identification of Activators from Gene Regulatory Network,,,,,361-370,,2011,2011,10.1007/978-3-642-22709-7_37,Springer Berlin Heidelberg,N/A,N/A,0,NO,,,https://link.springer.com/chapter/10.1007/978-3-642-22709-7_37,9,6,408,,NO,
80,Dr.Seema S,"S Seema, KS Ramanatha",Inference of gene regulatory network using modified genetic algorithm,Isb 2010 Proceedings International Symposium on Biocomputing,Isb 2010 Proceedings International Symposium on Biocomputing,,,1-8,2-s2.0-77951613155,2010-05-03,2010,10.1145/1722024.1722049,ACM,N/A,N/A,0,YES,,,https://dl.acm.org/doi/abs/10.1145/1722024.1722049,9,6,408,,YES,
81,Dr.Seema S,Nayak D.D.,Autism spectrum disorder classification using machine learning with factor analysis,Autism spectrum disorder classification using machine learning with factor analysis,Iaes International Journal of Artificial Intelligence,14,3,2185-2195,2-s2.0-105008116703,2025-06-01,2025,10.11591/ijai.v14.i3.pp2185-2195,Institute of Advanced Engineering and Science,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/105008116703,9,6,408,,YES,
82,Dr.Seema S,Seema S.,Design of the AI Application for the Detection of Autism Spectrum Disorder Using Deep Learning,Design of the AI Application for the Detection of Autism Spectrum Disorder Using Deep Learning,Lecture Notes in Networks and Systems,1241,,577-586,2-s2.0-105002396093,2025-01-01,2025,10.1007/978-981-96-1267-3_47,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/105002396093,9,6,408,,YES,
83,Dr.Seema S,Kamath A.,IoT-Powered Thyroid Disease Diagnosis and Hyperthyroidism Monitoring,IoT-Powered Thyroid Disease Diagnosis and Hyperthyroidism Monitoring,Proceedings of the 1st IEEE International Conference on Advances in Next Gen Computer Science Icancs 2025,,,1-7,2-s2.0-105035589208,2025-01-01,2025,10.1109/ICANCS65819.2025.11378055,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105035589208,9,6,408,,YES,
84,Dr.Seema S,Sowmya B.J.,Generative adversarial networks with attentional multimodal for human face synthesis,Generative adversarial networks with attentional multimodal for human face synthesis,Indonesian Journal of Electrical Engineering and Computer Science,33,2,1205-1215,2-s2.0-85184568167,2024-02-01,2024,10.11591/ijeecs.v33.i2.pp1205-1215,Institute of Advanced Engineering and Science,N/A,Q1,5,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85184568167,9,6,408,,YES,
85,Dr.Seema S,Hussain M.I.,Detection of Generalized Anxiety Disorder,Detection of Generalized Anxiety Disorder,Artificial Intelligence in Healthcare Emphasis on Diabetes Hypertension and Depression Management,,,128-156,2-s2.0-85209012051,2024-01-01,2024,10.1201/9781003522096-7,CRC Press,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85209012051,9,6,408,,YES,
86,Dr.Seema S,Sowmya B.J.,Visual Computing Unified Application Using Deep Learning and Computer Vision Techniques,Visual Computing Unified Application Using Deep Learning and Computer Vision Techniques,International Journal of Interactive Mobile Technologies,18,1,59-74,2-s2.0-85186548865,2024-01-01,2024,10.3991/ijim.v18i01.42673,International Association of Online Engineering,N/A,Q1,9,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85186548865,9,6,408,,YES,
87,Dr.Seema S,Seema S.J.,A Reliable and Efficient Transfer Learning Approach for Identifying COVID-19 Pneumonia from Chest X-ray,A Reliable and Efficient Transfer Learning Approach for Identifying COVID-19 Pneumonia from Chest X-ray,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,490 LNICST,,122-136,2-s2.0-85164102272,2023-01-01,2023,10.1007/978-3-031-34619-4_11,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85164102272,9,6,408,,YES,
88,Dr.Seema S,Ajitha S.,Guiding Special Need Children using AR/VR Technology,Guiding Special Need Children using AR/VR Technology,7th IEEE International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2023 Proceedings,,,1-6,2-s2.0-85181536982,2023-01-01,2023,10.1109/CSITSS60515.2023.10334086,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85181536982,9,6,408,,YES,
89,Dr.Seema S,Naik D.A.,Retracted: Relevance Feature Discovery in Text Mining Using NLP (2022 3rd International Conference for Emerging Technology (INCET) DOI: 10.1109/INCET54531.2022.10703438),Retracted: Relevance Feature Discovery in Text Mining Using NLP (2022 3rd International Conference for Emerging Technology (INCET) DOI: 10.1109/INCET54531.2022.10703438),2022 3rd International Conference for Emerging Technology Incet 2022,,,1-6,2-s2.0-105039216125,2022-01-01,2022,10.1109/INCET54531.2022.9824807,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105039216125,9,6,408,,YES,
90,Dr.Seema S,Naik D.A.,Relevance Feature Discovery in Text Mining Using NLP,Relevance Feature Discovery in Text Mining Using NLP,2022 3rd International Conference for Emerging Technology Incet 2022,,,1-6,2-s2.0-85136331596,2022-01-01,2022,10.1109/INCET54531.2022.9824807,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85136331596,9,6,408,,YES,
91,Dr.Seema S,Bylaiah S.,"Analysis of Codon Usage Bias in Cya, Lef, and Pag Genes Exists in px01 Plasmid of Bacillus Anthracis","Analysis of Codon Usage Bias in Cya, Lef, and Pag Genes Exists in px01 Plasmid of Bacillus Anthracis",Lecture Notes in Networks and Systems,314,,1-9,2-s2.0-85123281485,2022-01-01,2022,10.1007/978-981-16-5655-2_1,Springer Science and Business Media Deutschland GmbH,N/A,Q1,6,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85123281485,9,6,408,,YES,
92,Dr.Seema S,Sushma B.,An estimate of global anthrax prevalence in livestock: A meta-analysis,An estimate of global anthrax prevalence in livestock: A meta-analysis,Veterinary World,14,5,1263-1271,2-s2.0-85107977998,2021-05-01,2021,10.14202/vetworld.2021.1263-1271,Veterinary World,N/A,Q1,29,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85107977998,9,6,408,,YES,
93,Dr.Seema S,Miah Y.,Performance Comparison of Machine Learning Techniques in Identifying Dementia from Open Access Clinical Datasets,Performance Comparison of Machine Learning Techniques in Identifying Dementia from Open Access Clinical Datasets,Advances in Intelligent Systems and Computing,1188,,79-89,2-s2.0-85096586718,2021-01-01,2021,10.1007/978-981-15-6048-4_8,Springer Science and Business Media Deutschland GmbH,N/A,Q1,47,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85096586718,9,6,408,,YES,
94,Dr.Seema S,Karthik K.N.,Performance analysis of intrusion detection system using feature selection and feature reduction method,Performance analysis of intrusion detection system using feature selection and feature reduction method,International Journal of Advanced Science and Technology,29,5,3496-3511,2-s2.0-85084125299,2020-04-10,2020,SCOPUS_ID:85084125299,Science and Engineering Research Support SocietyPO Box 5014Sandy BayTASTasmania7005ijbsbt@sersc.org,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85084125299,9,6,408,,YES,
95,Dr.Seema S,Sowmya B.J.,Data analytics on agrometeorological parameters for building a utility system for farmer community,Data analytics on agrometeorological parameters for building a utility system for farmer community,International Journal of Recent Technology and Engineering,8,2,3223-3230,2-s2.0-85071387545,2019-07-01,2019,10.35940/ijrte.B2676.078219,Blue Eyes Intelligence Engineering and Sciences Publication,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85071387545,9,6,408,,YES,
96,Dr.Seema S,Angadi S.S.,Application of Image Processing and Machine Learning for Smart Restaurants,Application of Image Processing and Machine Learning for Smart Restaurants,Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2018,,,292-298,2-s2.0-85070416836,2018-12-01,2018,10.1109/CSITSS.2018.8768756,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85070416836,9,6,408,,YES,
97,Dr.Seema S,Angadi S.S.,Retracted: Application of Image Processing and Machine Learning for Smart Restaurants (2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions (CSITSS) DOI: 10.1109/CSITSS44751.2018.10702688),Retracted: Application of Image Processing and Machine Learning for Smart Restaurants (2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions (CSITSS) DOI: 10.1109/CSITSS44751.2018.10702688),Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2018,,,292-298,2-s2.0-105044441882,2018-12-01,2018,10.1109/CSITSS.2018.8768756,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105044441882,9,6,408,,YES,
