sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
65,Dr.Rajarajeswari S,SRajarajeswari Tulasisrinivas,Empirical Analysis of Location Based Service Approaches to Preserve Privacy: A Cloud Computing Approach.,,,4,4,345-354,,2015-12-1,2015,10.11591/eei.v4i4.548,Institute of Advanced Engineering and Science,N/A,N/A,0,NO,,,,7,5,235,,NO,
66,Dr.Rajarajeswari S,"Vasudha Viswamurthy Ramya R Rajarajeswari S, Shalini P Sawkar",Dynamic Evacuation of Route during fire using Ant Colony Optimization and Probability Distribution,,,,,1213-1224,,2013-12-6,2013,10.1007/978-3-319-02447-9_100,Springer International Publishing,N/A,N/A,0,NO,,,,7,5,235,,NO,
67,Dr.Rajarajeswari S,Hareesh k s 2. S Rajarajeswari,Browser based UI automation framework using Selenium,,,14,3,215,,2013,2013,10.7494/csci.2013.14.2.215,AGHU University of Science and Technology Press,N/A,N/A,0,NO,,,,7,5,235,,NO,
68,Dr.Rajarajeswari S,Sandhya Sankaranarayanan,S. Rajarajeshwari Raveena Kumar,,,347,jul24 1,f4300-f4300,,2013-7-24,2013,10.1136/bmj.f4300,BMJ,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=9551144249473897451&hl=en&oi=scholarr,7,5,235,,NO,
69,Dr.Rajarajeswari S,kumarasamy S.Rajarajeswari,Web Application to Generate Workload,,,14,4,512-528,,2012-10,2012,10.1287/msom.1120.0384,Institute for Operations Research and the Management Sciences (INFORMS),N/A,N/A,0,NO,,,,7,5,235,,NO,
70,Dr.Rajarajeswari S,"A. Subash, N., Mallegowda, M., Rajarajeswari, S., Ahmed",Revolutionizing Knee Surgery Education Using Virtual Reality in Medical Training,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-4,2-s2.0-85205828588,2024-01-01,,10.1109/CONECCT62155.2024.10677177,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,,7,5,235,,YES,
71,Dr.Rajarajeswari S,,Machine Learning-Based on Device Contact Classification using Call and SMS Records,,,,,1-7,,2023-7,,10.1109/icccn58024.2023.10230203,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
72,Dr.Rajarajeswari S,Gayatri Mosalagi S. Rajarajeswari,Survey Paper on Segregation of Waste Management System,,,33,03,,,2020-7-20,,10.37896/gor33.03/425,Engineering Skill Development,N/A,N/A,0,NO,,,,7,5,235,,NO,
73,Dr.Rajarajeswari S,Gayatri Mosalagi S.Rajarajeswari,Survey Paper on Segregation of Waste Management System,,,33,03,,,2020-7-20,,10.37896/gor33.03/425,Engineering Skill Development,N/A,N/A,0,NO,,,,7,5,235,,NO,
74,Dr.Rajarajeswari S,Dhamini Poorna chandra Rajarajeswari S,Role of Stop Word Removal in Sentiment Analysis,,,,,545-545,,None,,10.1109/ictta.2004.1307875,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
75,Dr.Rajarajeswari S,Pavan Reddy T.,Heart Disease Prediction Using Hybrid Quantum-Classical Machine Learning Models,Heart Disease Prediction Using Hybrid Quantum-Classical Machine Learning Models,Ickecs 2026 Proceedings of 4th IEEE International Conference on Knowledge Engineering and Communication Systems,,,1-6,2-s2.0-105041789454,2026-01-01,2026,10.1109/ICKECS70176.2026.11527728,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105041789454,7,5,235,,YES,
76,Dr.Rajarajeswari S,Rajarajeswari S.,Face Recognition Attendance Framework using Quantum Edge Processing,Face Recognition Attendance Framework using Quantum Edge Processing,Proceedings of the 3rd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iitcee 2025,,,1-6,2-s2.0-105001570733,2025-01-01,2025,10.1109/IITCEE64140.2025.10915381,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105001570733,7,5,235,,YES,
77,Dr.Rajarajeswari S,Harsha H.S.,3D Visualization of Fetal Ultrasound Scans: Volume Rendering and Multiplanar Reconstruction for Mobile Applications,3D Visualization of Fetal Ultrasound Scans: Volume Rendering and Multiplanar Reconstruction for Mobile Applications,2025 IEEE International Conference on Electronics Computing and Communication Technologies Conecct 2025,,,1-6,2-s2.0-105032701514,2025-01-01,2025,10.1109/CONECCT65861.2025.11306584,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105032701514,7,5,235,,YES,
78,Dr.Rajarajeswari S,Rajarajeswari S.,Enhancing Surgical Training Through Immersive Simulation and Visualization of the da Vinci Research Kit (dVRK) Surgical System Using ROS 2 and Rviz,Enhancing Surgical Training Through Immersive Simulation and Visualization of the da Vinci Research Kit (dVRK) Surgical System Using ROS 2 and Rviz,2nd IEEE International Conference on Recent Advances in Information Technology for Sustainable Development Icrais 2024 Proceedings,,,118-123,2-s2.0-85216778340,2024-01-01,2024,10.1109/ICRAIS62903.2024.10811720,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85216778340,7,5,235,,YES,
